,tweet_id,screen_name,timestamp,text,likes,retweets,replies,positif,negatif,sentimen
33,1082862026274164737,UMMcampus,2019-01-09 04:50:00,"['kirim', 'mahasiswa', 'ikut', 'internasional', 'negara']",0,0,0,[],[],Netral
34,1082868317533069312,UMMcampus,2019-01-09 05:15:00,"['bikin', 'agam', 'produk', 'pakan', 'ternak', 'mahasiswa', 'bukti', 'tugas', 'akhir', 'dar', 'tuntas', 'wajib']",9,1,0,[],[],Netral
35,1082872094218579968,UMMcampus,2019-01-09 05:30:00,"['festival', 'badhogan', 'budaya', 'ramai', 'kalitutup', 'gresik', 'harap', 'jadi', 'ikon', 'budaya', 'baru']",1,0,0,['baru'],['ramai'],Netral
36,1082875120283054081,Frouzzzii,2019-01-09 05:42:02,"['amin', 'nilai', 'baru', 'matkul', 'keluar']",0,0,0,"['amin', 'baru']",['keluar'],Positif
37,1082878132317835265,UMMcampus,2019-01-09 05:54:00,"['gelar', 'performance', 'tanda', 'kelulus']",2,0,0,['tanda'],[],Positif
38,1082879893992427521,UMMcampus,2019-01-09 06:01:00,"['kecam', 'keras', 'muslim', 'uighur', 'ikut', 'nyata', 'sikap']",0,0,0,[],"['kecam', 'keras', 'sikap']",Negatif
39,1082883417216372736,UMMcampus,2019-01-09 06:15:00,"['prodi', 'agribisnis', 'tahan', 'akreditasi']",3,0,0,[],[],Netral
40,1082888064135946240,Nicka_Clouds,2019-01-09 06:33:28,"['iseng', 'siang', 'hari', 'edited', 'with', 'picsart', 'lightroom', 'quotes', 'kampus']",2,0,0,[],['iseng'],Negatif
41,1082895496891510784,UMMcampus,2019-01-09 07:03:00,"['gelar', 'karya', 'mahasiswa', 'psikologi', 'pengaruh', 'salat', 'agresivitas', 'hingga', 'buku', 'alam', 'rumah', 'sakit', 'jiwa']",4,0,0,"['karya', 'pengaruh']",['sakit'],Positif
42,1082908582859952129,UMMcampus,2019-01-09 07:55:00,"['jadi', 'koordinator', 'nasional', 'imamupsi', 'mahasiswa', 'tekad', 'masyarakat', 'psikologi', 'islam']",1,1,0,[],[],Netral
43,1082919325789384704,nirwana_ellen,2019-01-09 08:37:41,"['wajib', 'mahsw', 'muslim', 'pakek', 'jilbab', 'okay']",0,0,0,[],[],Netral
44,1082924941903912960,UMMcampus,2019-01-09 09:00:00,"['skripsi', 'tesis', 'disertasi', 'meski', 'revisi', 'banyak', 'ngerjain', 'skripsi', 'bawa', 'enjoy', 'kata', 'dekan', 'fakultas', 'psikologi', 'muhammad', 'sal', 'yuniardi', 'kamu', 'baca', 'lengkap', 'sini', 'semangat']",6,1,0,"['banyak', 'enjoy', 'lengkap', 'semangat']",[],Positif
45,1082940816069279744,khathiby,2019-01-09 10:03:05,"['gerak', 'terus', 'semangat', 'mentari', 'bangsa']",0,0,0,['semangat'],[],Positif
46,1082970239199899648,UMMcampus,2019-01-09 12:00:00,"['kait', 'razia', 'buku', 'diri', 'dosen', 'gera', 'literasi', 'butuh', 'dukung', 'negara']",4,2,0,['dukung'],[],Positif
47,1083173830766587904,UMMcampus,2019-01-10 01:29:00,"['mahasiswa', 'angkat', 'citra', 'baik', 'kalilanang', 'lewat', 'gera', 'rang', 'narkoba']",2,0,0,"['angkat', 'baik']",['narkoba'],Positif
48,1083195501292318720,ach_rofiqi76,2019-01-10 02:55:06,"['alhamdulillah', 'terap', 'desa', 'desa']",0,0,0,['alhamdulillah'],[],Positif
49,1083211831819128832,UMMcampus,2019-01-10 04:00:00,"['milik', 'skema', 'sertifikasi', 'kompetensi', 'tingkat', 'daya', 'jual', 'mahasiswa']",7,1,0,['kompetensi'],[],Positif
50,1083238507064115202,UMMcampus,2019-01-10 05:46:00,"['sempat', 'jadi', 'entrepreneur', 'properti', 'buka', 'lebar']",3,1,0,[],[],Netral
51,1083245927488352257,muhammadiyah,2019-01-10 06:15:29,"['prodi', 'ilmu', 'perintah', 'kembang', 'kerjasama', 'universitas', 'thailand']",9,1,0,"['ilmu', 'kerjasama']",[],Positif
52,1084655584551395330,UMMcampus,2019-01-14 03:36:57,"['lepas', 'tahun', 'lalu', 'kalau', 'kamu', 'kapan']",11,2,16,[],['lepas'],Negatif
53,1084664492368191488,UMMcampus,2019-01-14 04:12:21,"['ingat', 'sosok', 'hidayatul', 'fajriyah', 'lebih', 'akrab', 'sapa', 'luluk', 'henti', 'novel', 'luluk', 'laku', 'gebrak', 'lewat', 'novel', 'sudah', 'baca', 'juta', 'kali', 'wattpad', 'baca', 'berita', 'lengkap', 'sini']",5,4,0,"['akrab', 'lengkap']",['gebrak'],Positif
54,1084664884258717700,Whymafm,2019-01-14 04:13:55,['udah'],1,1,0,[],[],Netral
55,1084666063936090112,bbpbapjpr,2019-01-14 04:18:36,"['terima', 'mahasiswa', 'magang', 'beberapa', 'universitas', 'universitas', 'muhammadiyah', 'malang', 'universitas', 'panca', 'sakti', 'tegal', 'universitas', 'sriwijaya', 'palembang', 'universitas', 'riau']",11,6,2,['terima'],[],Positif
56,1084666132815011841,UMMcampus,2019-01-14 04:18:52,"['nonton', 'film', 'bioskop', 'biasa', 'sabtu', 'lalu', 'gelar', 'layar', 'tancap', 'panti', 'asuh', 'muhammadiyah', 'pakisaji', 'malang', 'mobil', 'bioskop', 'keliling', 'bioling', 'hibah', 'baca', 'lengkap', 'sini']",2,0,0,['lengkap'],['biasa'],Netral
57,1084684786730319873,UMMcampus,2019-01-14 05:33:00,"['tolak', 'senjakala', 'mahasiswa', 'tetap', 'kekeuh', 'jadi', 'koran', 'baca', 'utama', 'masyarakat']",7,1,0,['tetap'],[],Positif
58,1084687067743805441,inasyahda_,2019-01-14 05:42:04,['semester'],1,2,0,[],[],Netral
59,1084687850828779521,diyahummah,2019-01-14 05:45:10,"['tahun', 'kemarin']",0,1,0,[],[],Netral
60,1084701757077221376,yuswantoro5,2019-01-14 06:40:26,"['semoga', 'kreativitas', 'mahasiswa', 'manfaat', 'masyarakat']",0,0,0,"['semoga', 'kreativitas', 'manfaat']",[],Positif
61,1084724980024147969,UMMcampus,2019-01-14 08:12:43,"['kata', 'lelah', 'kamus', 'kampus', 'putih', 'terus', 'tebar', 'manfaat', 'minggu', 'lalu', 'mobil', 'pintar', 'aspal', 'ijen', 'minggu', 'kemarin', 'baca', 'lengkap', 'sini']",1,0,0,"['manfaat', 'pintar', 'lengkap']",['lelah'],Positif
62,1084738234536448000,AnggistyaVIP,2019-01-14 09:05:23,"['lalu', 'ken', 'banget', 'lagi']",1,1,2,[],[],Netral
63,1084760742883057664,galuhhx,2019-01-14 10:34:49,"['maba', 'hehehehe']",0,1,0,[],[],Netral
64,1086089067480047616,UMMcampus,2019-01-18 02:33:06,"['dosen', 'ikut', 'latih', 'asesor', 'kompetensi']",3,1,0,['kompetensi'],[],Positif
65,1086126663207870464,nyabilafir,2019-01-18 05:02:30,['uwoooo'],2,2,0,[],[],Netral
66,1086140126546325504,UMMcampus,2019-01-18 05:56:00,"['soal', 'hoax', 'dosen', 'otak', 'seringkali', 'kalah', 'cepat', 'jempol']",9,3,0,"['cepat', 'jempol']","['hoax', 'kalah']",Netral
67,1086175849240379392,majalahSM,2019-01-18 08:17:57,"['damping', 'daya', 'warga', 'palu']",6,9,0,[],[],Netral
68,1086207793818816512,Ivaokta,2019-01-18 10:24:53,"['terimakasih', 'video', 'obat', 'rindu']",1,1,0,[],[],Netral
69,1086209105239261184,RizkyYhy,2019-01-18 10:30:06,"['waah', 'beda', 'jauh', 'sama', 'waktu', 'semester', 'dulu', 'skrg', 'semester']",0,1,0,[],['jauh'],Negatif
70,1086215142348451840,sharyzamrud,2019-01-18 10:54:05,"['rindu', 'gengs', 'kaya', 'asa', 'balik', 'awal', 'nginjakin', 'kaki', 'kampus', 'berapa', 'tahun', 'lalu']",0,1,1,['kaya'],[],Positif
71,1086217227395784706,Fatmala_Sari,2019-01-18 11:02:22,"['rinduuuu', 'rindu', 'ribet', 'tetep', 'neng']",0,1,0,[],['ribet'],Negatif
72,1086219361059168256,desikuw,2019-01-18 11:10:51,"['rindu', 'kampus', 'padahal', 'udah', 'wisuda']",3,1,0,['wisuda'],[],Positif
73,1086275598522040321,_Ayutri07,2019-01-18 14:54:19,"['udah', 'rindu']",1,1,0,[],[],Netral
74,1086290914639630336,onnytakevideo,2019-01-18 15:55:11,"['tahu', 'kampus', 'pulang', 'negeri', 'lawang', 'jebak', 'bandara', 'sengkaling']",0,0,0,[],['jebak'],Negatif
75,1086309901675065344,salmaalnnsa_,2019-01-18 17:10:37,['rindu'],3,1,0,[],[],Netral
76,1086434030856200192,Nona_ichaa,2019-01-19 01:23:52,"['jadi', 'kangen', 'banget', 'sama', 'kampus']",2,1,0,[],[],Netral
77,1086454382441390081,Bob_lamanepa,2019-01-19 02:44:44,['alumni'],0,0,1,[],[],Netral
78,1086460213283024897,UMMcampus,2019-01-19 03:07:54,"['main', 'kampus']",0,0,1,[],[],Netral
79,1086460571040374784,Bob_lamanepa,2019-01-19 03:09:20,"['flores', 'cukuppp', 'jauuhhh']",0,0,1,[],[],Netral
80,1089849130111750144,FV_FAREL,2019-01-28 11:34:15,"['hadeuu', 'lieurr', 'aing', 'sama']",0,0,1,[],[],Netral
81,1089852762165112832,nazmasph,2019-01-28 11:48:41,"['bapak', 'masa', 'reset']",0,0,1,[],[],Netral
82,1089853572605390849,FV_FAREL,2019-01-28 11:51:54,['deaddxx'],0,0,1,[],[],Netral
83,1089853760128479232,nazmasph,2019-01-28 11:52:39,"['gela', 'skwkwkwkwkwk', 'mantau', 'ros', 'yaaaa']",1,0,0,[],[],Netral
84,1090087781135609857,UMMcampus,2019-01-29 03:22:34,"['alhamdulillah', 'twitter', 'verified']",107,67,18,['alhamdulillah'],[],Positif
85,1090087981740843008,UMMcampus,2019-01-29 03:23:22,"['join', 'instagram', 'here']",7,0,1,[],[],Netral
86,1090088046081466368,khairil_alkudus,2019-01-29 03:23:37,"['alhamdulillah', 'semoga', 'lebih', 'eks', 'media', 'sosial']",0,0,0,"['alhamdulillah', 'semoga', 'sosial']",[],Positif
87,1090088224276402176,mohfadhils,2019-01-29 03:24:20,['syukur'],0,0,0,['syukur'],[],Positif
88,1090088903120285696,umkudus,2019-01-29 03:27:02,['alhamdulillah'],0,0,0,['alhamdulillah'],[],Positif
89,1090089468021813249,raniimerry,2019-01-29 03:29:16,"['kangen', 'kampus']",0,1,0,[],[],Netral
90,1090104598033924097,alfaarisii,2019-01-29 04:29:23,"['lebih', 'aktif', 'maneh']",0,0,0,['aktif'],[],Positif
91,1090108785257996288,rararollaxyy,2019-01-29 04:46:02,"['kalo', 'kaya', 'gin', 'kudu', 'sering', 'aktif', 'haha']",0,0,0,"['kaya', 'aktif']",[],Positif
92,1090130678379798529,MuhammadiyinGL,2019-01-29 06:13:02,"['menyindir', 'niiihhhh', 'wong', 'polos']",0,0,0,[],['menyindir'],Negatif
93,1090153959258378240,fanypuspitar,2019-01-29 07:45:32,"['semoga', 'konten', 'melulu', 'dar', 'umum', 'makin', 'relatable', 'mahasiswa', 'mincuww']",0,1,0,['semoga'],[],Positif
94,1090178358040657921,MalangTODAYnet,2019-01-29 09:22:29,"['ajak', 'warga', 'sulap', 'limbah', 'plastik', 'jadi', 'bisnis']",0,2,0,[],['limbah'],Negatif
95,1090217687563661314,agwhay,2019-01-29 11:58:46,"['give', 'away', 'dong']",0,1,0,[],[],Netral
96,1090226712875458560,BPIU2K_K,2019-01-29 12:34:38,"['kualitas', 'langsung', 'besar', 'udang', 'vaname', 'mahasiswa', 'laksana']",14,8,0,"['kualitas', 'besar']",[],Positif
97,1090233192655638528,onnytakevideo,2019-01-29 13:00:23,"['butuh', 'kalender', 'ngatur', 'jadwal', 'kursus', 'gitar', 'privat', 'villa', 'sengkaling', 'blok', 'butuh', 'satu', 'taruh', 'ruang', 'jahit', 'ruang', 'tamu', 'revilla', 'modiste', 'emang', 'kaloo', 'beli', 'berapa', 'sich', 'harga', 'berapa', 'rupiah']",0,0,0,[],[],Netral
98,1090237425463382016,AllAboutYudi,2019-01-29 13:17:12,"['selamat', 'tmbah', 'bangga', 'ayas', 'dadi', 'bagi', 'merah', 'kampus', 'putih']",0,1,0,"['selamat', 'bangga']",[],Positif
99,1090238652028936193,dcemberain,2019-01-29 13:22:04,['maybe'],0,1,0,[],[],Netral
100,1090295829972148224,Iswara_Bagas,2019-01-29 17:09:17,['ning'],1,1,0,[],[],Netral
101,1090394645400510464,ChaverRayneDoel,2019-01-29 23:41:56,"['mantap', 'makin', 'sukses']",1,2,0,"['mantap', 'sukses']",[],Positif
102,1090438547478241280,aries_tahta,2019-01-30 02:36:23,"['semoga', 'bang', 'rocky', 'sehat', 'selalu', 'sebar', 'teknik', 'berfikir', 'logis', 'analitis', 'maju', 'bangsa', 'allah', 'lindung', 'beri', 'hidayah', 'amin']",18,1,1,"['semoga', 'sehat', 'logis', 'maju', 'allah', 'hidayah', 'amin']",[],Positif
103,1090439717680644096,Vidakurniawan,2019-01-30 02:41:02,"['liat', 'youtube', 'prof', 'benar', 'sekali', 'tuntut', 'kerier']",5,0,0,['benar'],[],Positif
104,1090441466143432705,beelee_46,2019-01-30 02:47:59,"['mantap', 'prof', 'kalo', 'jadi', 'sales', 'memang', 'gitu']",1,0,2,['mantap'],[],Positif
105,1090443064441622528,oscar_otte,2019-01-30 02:54:20,"['semoga', 'bukan', 'fiksi']",0,0,1,['semoga'],['fiksi'],Netral
106,1090443978174910465,ShinobiMillenia,2019-01-30 02:57:58,"['sebut', 'nama', 'ikan', 'ikan', 'tongkol']",0,0,1,[],[],Netral
107,1090444313941536768,beelee_46,2019-01-30 02:59:18,"['kalo', 'lapar', 'semua', 'jadi', 'ikan']",0,0,2,[],[],Netral
108,1090444518602694656,Kiko59440663,2019-01-30 03:00:07,"['simak', 'oceh', 'simpul', 'parts', 'masalah', 'solutions']",0,0,0,[],"['oceh', 'masalah']",Negatif
109,1090444524952768513,ShinobiMillenia,2019-01-30 03:00:08,['hahahahahaha'],0,0,0,[],[],Netral
110,1090444897662849024,djadi_soegiarto,2019-01-30 03:01:37,"['bung', 'tunggu', 'video', 'yutub', 'tadi', 'sidoarjo', 'lantai', 'masuk', 'sama', 'panitia', 'maklum', 'bawa', 'undang', 'next', 'ceramah', 'tempat', 'panitia', 'suruh', 'taruh', 'speaker', 'luar', 'ruang', 'jadi', 'bawa', 'undang', 'tetap', 'ilmu', 'info']",9,3,0,"['tetap', 'ilmu']",[],Positif
111,1090445152739459073,ShinobiMillenia,2019-01-30 03:02:38,"['selamat', 'dapat', 'mobil', 'esemka', 'kalo', 'biji']",0,0,1,['selamat'],[],Positif
112,1090447777279074304,beelee_46,2019-01-30 03:13:04,"['punya', 'mobil', 'nnti', 'ikan', 'teriak', 'rang']",0,0,1,[],[],Netral
113,1090447782391869440,widiyarahayu,2019-01-30 03:13:05,"['semangat', 'terus', 'keep', 'kesehatan']",1,1,0,"['semangat', 'kesehatan']",[],Positif
114,1090450861766012930,ShinobiMillenia,2019-01-30 03:25:19,"['mobil', 'esemka', 'ada', 'ujud', 'bang']",0,0,2,[],[],Netral
115,1090453714228244480,beelee_46,2019-01-30 03:36:39,"['kamu', 'mobil']",0,0,0,[],[],Netral
116,1090454227585921025,Rully_350,2019-01-30 03:38:42,['ancam'],2,1,0,[],['ancam'],Negatif
117,1090455377194303488,masykurandesbra,2019-01-30 03:43:16,"['sekali', 'kali', 'undang', 'biar', 'semua', 'lihat', 'tampil', 'cerdas', 'dungu']",4,1,0,['cerdas'],['dungu'],Netral
118,1090457214639173632,Qizan_K415R1,2019-01-30 03:50:34,"['amin', 'rabbal', 'alamin']",0,0,0,['amin'],[],Positif
119,1090461006730473472,FajarMustika6,2019-01-30 04:05:38,"['sayangx', 'orng', 'sidoarjo', 'liat', 'ketemu', 'rocky', 'foto', 'bareng', 'rocky']",2,1,0,[],[],Netral
120,1090466897345179648,RamadhanNasta,2019-01-30 04:29:02,"['bang', 'suka', 'label', 'prof', 'bang', 'rocky', 'sering', 'undang', 'kampus', 'hadap', 'mahasiswa']",3,0,0,[],[],Netral
121,1090469052756123648,elvisuzanti,2019-01-30 04:37:36,"['yaah', 'terlewaaat']",1,0,0,[],[],Netral
122,1090471516603445248,petouring_net,2019-01-30 04:47:24,"['jadi', 'pikir', 'boleh', 'orang', 'bolehtidak', 'agama', 'jadi', 'kiblat', 'pikir']",2,0,1,[],[],Netral
123,1090481025589817344,johantindi_,2019-01-30 05:25:11,"['sayang', 'hadir', 'mahasiswa', 'salam', 'politeknik', 'yogyakarta', 'alhamdulillah', 'kemarin', 'ikut', 'kuliah', 'umum', 'surabaya']",1,2,0,"['sayang', 'alhamdulillah']",[],Positif
124,1090483110611828736,PAMEKASTUHU,2019-01-30 05:33:28,"['haaa', 'sakit', 'hati']",1,0,1,['hati'],['sakit'],Netral
125,1090487237312016390,EfendyMarizal,2019-01-30 05:49:52,"['akal', 'sehat']",0,0,0,['sehat'],[],Positif
126,1090490122967994369,Udin50013226,2019-01-30 06:01:20,"['hahaha', 'banyak', 'kejang']",1,0,0,['banyak'],['kejang'],Netral
127,1090491886723162112,nggilanime,2019-01-30 06:08:20,"['baru', 'baca', 'khusus', 'mahasiswa', 'umsida', 'lost', 'there']",2,0,0,"['baru', 'khusus']",[],Positif
128,1090491927454052358,topdistribution,2019-01-30 06:08:30,"['luar', 'topik', 'gelar', 'profesor', 'pakar', 'marketing', 'jual', 'boneka', 'kampus', 'daganganya', 'laku', 'malah', 'usir', 'kalau', 'kampus', 'jangan', 'jual', 'boneka', 'jual', 'akal', 'sehat', 'laku', 'tetap', 'jaga', 'akal', 'sehat', 'sehat', 'terus', 'bung', 'rocky']",7,4,0,"['sehat', 'tetap', 'sehat', 'sehat']","['boneka', 'boneka']",Positif
129,1090492752167489537,esefye,2019-01-30 06:11:47,"['deket', 'rumah', 'padahal', 'sayang', 'bukan', 'mahasiswa']",1,1,1,['sayang'],[],Positif
130,1090493952011059200,Iswandi22775604,2019-01-30 06:16:33,"['akal', 'sehat', 'terima', 'kalayak', 'ramai', 'bung', 'bukan', 'akal', 'akal', 'benar', 'pikir', 'sendiri', 'hahahaha']",1,0,1,"['sehat', 'terima', 'benar']",['ramai'],Positif
131,1090495398513242112,ekopriyobondowo,2019-01-30 06:22:18,"['emang', 'dulu', 'punya', 'aliens']",0,0,0,[],[],Netral
132,1090521863904620549,medsant29,2019-01-30 08:07:27,"['akal', 'sehat', 'keluar', 'hati', 'sehat', 'jauh', 'dengki', 'kata', 'dekat', 'orang', 'sakit', 'jiwa']",1,1,0,"['sehat', 'hati', 'sehat']","['keluar', 'jauh', 'dengki', 'sakit']",Negatif
133,1090523056483622912,yuswantoro5,2019-01-30 08:12:12,"['kerja', 'manusia', 'kenal', 'batas', 'golong']",2,1,0,[],[],Netral
134,1090543121765523458,Baretrhapsody,2019-01-30 09:31:56,"['ngundang', 'bung', 'rocky', 'ngasih', 'kuliah', 'umum', 'gimana', 'cara']",2,0,0,[],['cara'],Negatif
135,1090549919029415937,AhmadSampulawa,2019-01-30 09:58:56,"['bung', 'sekal', 'main', 'malu', 'anak', 'timur', 'butuh', 'jenius']",0,0,0,['jenius'],['malu'],Netral
136,1090553625363894272,sriwlnd,2019-01-30 10:13:40,"['anda', 'unri', 'kuliah', 'umum', 'sama', 'senang']",0,0,0,['senang'],[],Positif
137,1090561281566756865,PdCholix,2019-01-30 10:44:05,"['sehat', 'dulu', 'akalu', 'gerung']",0,0,1,['sehat'],[],Positif
138,1090814692899971074,muhammadiyah,2019-01-31 03:31:03,"['mahasiswa', 'jadi', 'rawan', 'cegah', 'kanker', 'lanka']",29,9,0,[],['kanker'],Negatif
139,1090819371331510272,Rosdian66173790,2019-01-31 03:49:39,"['rocky', 'sini', 'khan', 'ngebahas', 'agama', 'bangsa', 'akademisi', 'kapasitas']",1,0,1,['akademisi'],[],Positif
140,1090821747413118976,Iswandi22775604,2019-01-31 03:59:05,"['saran', 'coba', 'renung', 'tafakur', 'diri', 'tanya', 'diri', 'paling', 'mana', 'benar']",0,0,1,['benar'],[],Positif
141,1090821828195495936,RendraNas,2019-01-31 03:59:24,"['memang', 'tipe', 'orang', 'orang', 'punya', 'kuasa', 'sekolah', 'akal', 'sehat', 'bisa', 'tirani', 'buat', 'orang', 'kata', 'benar', 'selamat', 'periksa']",0,0,0,"['kuasa', 'sehat', 'benar', 'selamat']",['tirani'],Positif
142,1090823602876776448,oscar_otte,2019-01-31 04:06:28,"['tuju', 'salam']",0,0,0,[],[],Netral
143,1090834893968367616,esefye,2019-01-31 04:51:20,"['salah', 'paham', 'tulis', 'bawah', 'pikir', 'khusus', 'mahasiswa']",0,0,1,['khusus'],['salah'],Netral
144,1090889509347061762,antotaliank2,2019-01-31 08:28:21,"['maaf', 'mungkin', 'terlalu', 'fanatik', 'sama', 'jokowi', 'pilih', 'jokowi']",0,0,1,[],"['maaf', 'mungkin', 'terlalu', 'fanatik']",Negatif
145,1090889871290380289,antotaliank2,2019-01-31 08:29:47,"['makanya', 'manusia', 'trlalu', 'serakah']",0,0,0,[],['serakah'],Negatif
146,1090890999558135808,Iswandi22775604,2019-01-31 08:34:16,"['bukan', 'masalah', 'fanatik', 'kawan', 'kawan', 'ngak', 'liat', 'hasil', 'kerja']",0,0,0,[],"['masalah', 'fanatik']",Negatif
147,1090903757724909568,PdCholix,2019-01-31 09:24:58,"['blang', 'ngurus', 'gerrung', 'nntonx', 'perut', 'geli', 'lucu']",0,0,0,[],['lucu'],Negatif
148,1090921428617093121,Linnnnnndaa,2019-01-31 10:35:11,"['hahahaha', 'gakpapa', 'soal', 'mahasiswa', 'umsida', 'kemaren', 'luar', 'umsida']",0,0,1,[],[],Netral
